,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
3419,Game Stability,Really solid game. Enjoying myself quite a bit!,0.544099987,['enjoying'],1,['enjoying'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
3430,Series Authenticity,"A good evolution of the Total War formula. The game features two modes; Romance and Records. Romance is honestly the heart of the game, with larger than life characters and heroes who have skills and abilities not unlike Lords in Total War Warhammer's battles.  Meanwhile Records mode is closer to the previous historical games, with more grounded and historic gameplay.
Both are available, and are useful for a player to tailor their experience.

Overall Total War: Three Kingdoms will not convince you if you are not a fan of the Total War formula with its turn based campaign and real time battles. However, if you are interested in the Three Kingdoms era of China or like the Total War series this game is one I think you will like.",0.920700014,"['evolution', 'total_war_formula', 'two_modes', 'romance_records', 'romance', 'heart', 'larger_life', 'character', 'hero', 'ability', 'lord', 'warhammer', 'battle', 'records_mode', 'gameplay', 'player', 'tailor', 'experience', 'three_kingdoms', 'convince', 'fan', 'total_war_formula', 'turn_based', 'campaign', 'real_time_battles', 'three_kingdoms', 'era_china', 'total_war_series']",28,"['era_china', 'evolution', 'character', 'real_time_battles', 'gameplay', 'romance', 'lord', 'total_war_series', 'battle', 'convince', 'romance_records', 'heart', 'three_kingdoms', 'hero', 'ability', 'two_modes', 'player', 'total_war_formula', 'tailor', 'campaign', 'fan', 'warhammer', 'turn_based', 'experience', 'records_mode', 'larger_life']",26,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1345,Strategic Gameplay,"It's decent. Unknown replayability at this point, would be nice for some more ways to respec characters/customize them with cosmetic items to make them a little bit more unique.",0.853100002,"['replayability', 'point', 'way', 'respec', 'item', 'little_bit']",6,"['way', 'point', 'little_bit', 'respec', 'replayability', 'item']",6,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
1277,Tactical Gameplay,I like the setting and the heroes that can attack an army solo but the economy and campaign movement is just too much of a hindrance in the romance mode. it makes sense for it to be slower in historical mode but romance is all about fighting and you cant do that without money an a decent movement range but still a fun game with guan yu  and xang fei recking entire armies.,0.63499999,"['hero', 'army', 'solo', 'economy', 'campaign', 'movement', 'hindrance', 'romance_mode', 'makes_sense', 'historical_mode', 'romance', 'money', 'movement', 'range', 'fun', 'guan_yu', 'fei', 'army']",18,"['hindrance', 'range', 'movement', 'romance_mode', 'army', 'hero', 'campaign', 'makes_sense', 'fun', 'fei', 'historical_mode', 'solo', 'money', 'economy', 'romance', 'guan_yu']",16,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1491,Series Authenticity,good coming back for total war series,0.666100025,['total_war_series'],1,['total_war_series'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
899,Tactical Gameplay,"First review.

It's great. Go buy it. The diplomacy system is a great improvement over the last game. Kinda wish there were more unit models than 240",0.492500007,"['review', 'diplomacy', 'improvement', 'unit']",4,"['unit', 'review', 'diplomacy', 'improvement']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
3109,Series Authenticity,"Best total war game since Shogun 2 in my opinion.  I was really surprised by how engaging some of the new mechanics were.  Diplomacy is better than it has been in the past,  and the increased focus on characters I think really adds something special to the campaign.  Overall i'd say this is a fantastic total war game.  I haven't been able to get so engrossed in a campaign in a loooong time.",0.925599992,"['best_total_war', 'shogun', 'opinion', 'new_mechanics', 'diplomacy', 'focus_characters', 'campaign', 'campaign']",8,"['new_mechanics', 'focus_characters', 'campaign', 'opinion', 'shogun', 'diplomacy', 'best_total_war']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2665,Tactical Gameplay,"great game, but lack of historical faction core member HR.",0.552600026,"['faction', 'core', 'member']",3,"['faction', 'core', 'member']",3,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1122,Series Authenticity,"This game is legitimately gorgeous on so many levels. It was overwhelming at first (think...starting up an Endless game if you, like me, haven't played Warhammer II or Throne of Britannia), but well worth it. Most of the campaigns feels challenging enough to be fulfilling, co-op is a lot of fun, and the tension between the literature itself and the way you want to play is compelling.",0.925400019,"['level', 'warhammer_two', 'throne', 'britannia', 'campaign', 'coop', 'tension', 'literature', 'way', 'play']",10,"['britannia', 'way', 'throne', 'campaign', 'level', 'literature', 'play', 'tension', 'coop', 'warhammer_two']",10,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3239,Game Stability,"As a chinese, I think this game has gone deep enough into the romance of three kingdoms. The voice and lines are also very native.
Other than a little bit AI logic problem that all TW games have, this one is quite impressive. I played 17 hours on the release day. A bit tired but no regret. BTW my GTX1070 still holds the max graphx at 40-50 fps. Optimization is well done, worth the release delay.
I hope somewhere in years SEGA will consider an even earlier time period of China, where we had the seven kingdoms united by the first emperor. Would be another good chinese theme if the gamers are tired of conquering europe and fantastic world XD.",0.605499983,"['romance_three_kingdoms', 'voice', 'line', 'little_bit', 'logic', 'problem', 'tw_games', 'hour', 'release_day', 'regret', 'max', 'graphx', 'fps', 'optimization', 'release', 'delay', 'hope', 'year', 'sega', 'time_period', 'china', 'kingdom', 'emperor', 'theme', 'gamer', 'europe', 'world']",27,"['theme', 'kingdom', 'fps', 'gamer', 'optimization', 'tw_games', 'little_bit', 'year', 'graphx', 'europe', 'max', 'logic', 'hope', 'regret', 'release', 'sega', 'problem', 'romance_three_kingdoms', 'voice', 'delay', 'time_period', 'release_day', 'china', 'line', 'emperor', 'hour', 'world']",27,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
508,Characters,I ended up grinding my life away.,0.5977,['life'],1,['life'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
1759,Series Authenticity,"One of the most impressive Total War game I played so far.
Also the diplomacy and characters are damned impressive and tie in well to the other systems.",0.831900001,"['diplomacy', 'character', 'tie']",3,"['tie', 'diplomacy', 'character']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
620,Series Authenticity,I loved this game its better than warhammer 2,0.665600002,['warhammer'],1,['warhammer'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
854,Strategic Gameplay,"Excellent game, some slight dodgy DLC practices but otherwise very good.",0.708800018,"['dodgy', 'dlc', 'practice']",3,"['dodgy', 'dlc', 'practice']",3,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
1685,Series Authenticity,"The best Total War game since Shogun 2. Significant improvments in diplomacy over the last Warhammer games, you get to chose between playing battles like the classic Total War style or like the hero warhammer style. The map of china is huge with plenty of interesting points to fight over.
The AI is still terrible, just like every Total War made by CA. Some factions start with broken generals that can win against armies on their own when playing romance mode *Lu Bu*.
All in all I have a lot of fun conquering china",0.463999987,"['best_total_war', 'shogun_two', 'improvment', 'diplomacy', 'battle', 'classic_total_war', 'style', 'hero', 'warhammer', 'style', 'map', 'china', 'point', 'faction', 'general', 'army', 'romance_mode', 'lu_bu', 'fun', 'china']",20,"['warhammer', 'battle', 'china', 'style', 'romance_mode', 'army', 'general', 'lu_bu', 'improvment', 'faction', 'fun', 'map', 'hero', 'classic_total_war', 'point', 'shogun_two', 'diplomacy', 'best_total_war']",18,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1535,Series Authenticity,Dynasty Warriors but you don't have to mash a button.,0.440499991,"['dynasty_warriors', 'button']",2,"['dynasty_warriors', 'button']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3302,Series Authenticity,Great game and new style of total war!,0.665700018,['style'],1,['style'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1985,Characters,"I'm a fan of the 3K era, mostly through the Dynasty Warriors series.  Seeing that the latest DW seems lacklustre, glad I can find another game to play with that is about the 3K era.

On a side note,
Among men, Lu Bu; among horses, Red Hare.
That guy is so powerful, he can take armies alone.  Which I'm okay with cause I always liked him since the DW.",0.644599974,"['fan', 'era', 'dynasty_warriors', 'series', 'era', 'note', 'man', 'lu_bu', 'horse', 'hare', 'guy', 'army']",12,"['dynasty_warriors', 'guy', 'horse', 'man', 'era', 'note', 'lu_bu', 'army', 'series', 'fan', 'hare']",11,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
3278,Characters,"Married my eldest son off to someone he hated for a lifestock farm... 10/10 would force marriage again.
In all seriousness: even though I haven't played this for many hours so far, the game has some clear strengths. Usually, the further I get in a total war game, the less fun it becomes, but up until now (about turn 50-something) it's actually becoming MORE fun the larger my faction becomes.",0.909099996,"['son', 'lifestock', 'farm', 'force', 'marriage', 'seriousness', 'hour', 'strength', 'fun', 'faction']",10,"['force', 'seriousness', 'fun', 'son', 'marriage', 'lifestock', 'faction', 'hour', 'strength', 'farm']",10,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
1830,Game Stability,id give it a thumbs up but the devs are retarded and routing in this game is fucking retarded,0.701300025,"['thumb', 'devs']",2,"['thumb', 'devs']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
